,"TIC, sector, std of lc, and noise are the same 
for all 4 ranges
(0-1, 1-5, 5-10, 10-15 days)",,,,0-1 day range,,,,.9-5 day range,,,,4.9-10 day range,,,,9.9-15 day range,,,
,TIC,sector,std of lc,noise level [%],period [days],max amp [%],avg amp [%],max amp / noise,period [days],max amp [%],avg amp [%],max amp / noise,period [days],max amp [%],avg amp [%],max amp / noise,period [days],max amp [%],avg amp [%],max amp / noise
,327587572,19,0.00407625,0.00557617,0.0034082834136263005 d,0.02090807,0.00558557,3.74953731,1.8647641244999784 d,0.01694471,0.006989,3.03877078,6.755055910786635 d,0.02088445,0.01454009,3.74530155,12.094956794094323 d,0.01699961,0.01461693,3.04861635
,247923021,6,0.01140093,0.01659599,0.004520593737119165 d,0.06706111,0.01665513,4.04080325,3.4262851564738708 d,0.05977058,0.02334918,3.60150795,8.44792538129272 d,0.02422252,0.02071388,1.45954114,10.612888678337413 d,0.02018486,0.01313899,1.21624958
,247923021,33,0.01069672,0.01436569,0.9085742045704949 d,0.05596472,0.01444518,3.89572068,0.9108383243188759 d,0.05610826,0.01852091,3.90571286,6.175758639440941 d,0.02973821,0.01701862,2.07008597,10.242923225457004 d,0.02007092,0.01691602,1.39714268
,149505899,23,0.01041733,0.01621042,0.005134425259072825 d,0.06318664,0.01626283,3.89790209,0.9049305758103455 d,0.05404795,0.02345503,3.33414835,5.27174951841822 d,0.03877875,0.02781997,2.39221094,12.051967702650135 d,0.02970889,0.02412532,1.83270273
,147921014,14,0.03542899,0.04626636,0.8817738267344012 d,0.2031891,0.04623958,4.39172409,3.643151953146502 d,0.35287101,0.0889088,7.62694507,5.986631931364562 d,0.17919072,0.14479488,3.87302379,13.492467875147318 d,0.06065194,0.05308834,1.31092959
,147921014,20,0.03522047,0.04701714,0.0030932657311578864 d,0.16975769,0.04687642,3.61054881,4.3403365408322 d,0.14330569,0.06082283,3.04794546,7.66889510683097 d,0.2986565,0.18609522,6.35207661,13.46513241380888 d,0.41210738,0.35992468,8.76504483
,147921014,21,0.03232955,0.04194985,0.008357071222520284 d,0.14808301,0.04215148,3.53000077,4.100329821981198 d,0.15163608,0.06076415,3.61469874,6.95010008738853 d,0.18059478,0.1015059,4.30501589,15.0 d,0.02803338,0.02113108,0.66825925
,471015233,25,0.19448562,0.3284656,0.8891349358254379 d,1.43503375,0.32399436,4.36890116,3.3188459627683073 d,3.24361812,1.04632066,9.87506181,7.196045508225355 d,2.89293965,1.42595301,8.80743565,15.0 d,1.71992328,1.46255338,5.23623559
,383553764,19,0.00010269,0.0001409,0.7615906476742372 d,0.0036531,0.00013604,25.9263587,1.5786768818147654 d,0.00082559,0.00035079,5.85929577,10.0 d,0.00095538,0.00052359,6.78039337,11.019676049008384 d,0.00107393,0.00086076,7.62176492
variable,383553764,20,0.00014464,0.00019308,0.7624414929126846 d,0.0041059,0.00019034,21.2648646,1.8713474971739301 d,0.000866,0.00035041,4.48510367,10.0 d,0.00104098,0.00045844,5.39131127,10.302445824453748 d,0.00103007,0.00066827,5.33485212
,383553764,25,8.92E-05,0.00012037,0.7579109650536321 d,0.00192357,0.00011701,15.980004,3.598333976532974 d,0.00125193,0.00036986,10.4003467,5.168288086264255 d,0.00126392,0.00071079,10.5000048,10.221894633471063 d,0.00092361,0.00054827,7.6728718
variable,166698220,2,0.00014449,0.00018933,0.8457075015837568 d,0.00652218,0.00017879,34.4483283,4.659933144289871 d,0.00164894,0.00044127,8.70925846,4.946394098930785 d,0.00122975,0.00043589,6.49520443,10.432165658974862 d,0.00071013,0.00056493,3.7507176
,166698220,3,0.00013343,0.00020598,0.8492311314999521 d,0.00540221,0.00019678,26.2270374,0.9030121269847281 d,0.00215454,0.00054007,10.4600016,6.697229229606994 d,0.00095848,0.00063562,4.65328834,11.575030777089289 d,0.0007805,0.0006571,3.78922701
,166698220,29,0.00017358,0.00024601,0.8431836140698064 d,0.00475777,0.00024022,19.3399822,4.303952453253542 d,0.00238811,0.00075698,9.70748445,9.251879725048408 d,0.00100947,0.00073331,4.10341408,10.099863324080363 d,0.00089621,0.00046638,3.64302013
,166698220,30,0.00015619,0.00021363,0.8446378628923239 d,0.00581054,0.00020528,27.1989222,4.484457396282137 d,0.0013287,0.00058654,6.21958707,10.0 d,0.00115451,0.00068878,5.40420885,10.275039743305475 d,0.00114358,0.00095083,5.35303768
,41232189,3,0.00047138,0.0007428,0.24887512346517382 d,0.03686903,0.00027156,49.6355062,4.176202015674583 d,0.00279565,0.00120656,3.76368277,5.915723488516116 d,0.00164832,0.00101154,2.21907839,10.388997290296613 d,0.00146802,0.00121157,1.97634048
,41232189,6,0.00047012,0.00068436,0.26240389725970925 d,0.03428391,0.000288,50.0962073,3.223392879165013 d,0.00317298,0.00078992,4.63641402,6.446785758330022 d,0.00321066,0.0017997,4.6914711,10.61292888938486 d,0.00066961,0.00045301,0.97844994
,41232189,9,0.00049193,0.00069578,0.24865596010727126 d,0.0369367,0.00031068,53.0863958,4.140687625746461 d,0.00322729,0.00082323,4.63834215,5.464135633046823 d,0.00275527,0.00140513,3.9599493,15.0 d,0.0013534,0.00084171,1.94514038
,41232189,10,0.00043815,0.00060884,0.24872287197353596 d,0.03589458,0.00026995,58.95613,3.2966935733791045 d,0.00274802,0.00111704,4.51356007,5.335135771168427 d,0.00162264,0.00101734,2.66516009,15.0 d,0.00089313,0.00078771,1.46695297
variable,41232189,13,0.00051688,0.00065488,0.24892377621458864 d,0.03733099,0.00039153,57.004383,3.6991387724316653 d,0.00378947,0.00110883,5.78650955,7.398277544863331 d,0.00383254,0.00247003,5.85229067,11.393852742604544 d,0.00135604,0.00098991,2.07067395
,41232189,30,0.00045611,0.00064113,0.2491977419770061 d,0.03559553,0.00026225,55.5203885,4.474734075268988 d,0.00263314,0.00071918,4.1070536,5.609891807965684 d,0.00358246,0.00217562,5.58776394,12.148014601180032 d,0.00262883,0.00220357,4.10033695
,41232189,33,0.00047864,0.00064208,0.24883641532839068 d,0.03662283,0.00023324,57.0381211,4.479869195982384 d,0.00236082,0.00072406,3.67685274,6.1758076384929605 d,0.00248129,0.00118367,3.86447275,13.439607587947155 d,0.00066233,0.00060892,1.03154928
,41232189,36,0.00043948,0.00062637,0.2489892473537616 d,0.03187405,0.00026849,50.8870492,5.0 d,0.0043793,0.00070982,6.99157257,4.986505111391004 d,0.00439515,0.00267181,7.01686789,9.981990612876462 d,0.00293861,0.00225453,4.69150268
,41232189,37,0.00048864,0.00068947,0.24891241273368553 d,0.03478016,0.00024722,50.4450992,5.0 d,0.00392499,0.00068841,5.69279923,5.250939710244149 d,0.00419773,0.00231712,6.08838904,10.044728771219182 d,0.00123533,0.00072672,1.79172082
,298165335,16,0.00017461,0.00024897,0.9916950117822924 d,0.00441425,0.00024428,17.7302223,0.9960598743882136 d,0.00440232,0.00078506,17.6822982,4.98766888766384 d,0.00048274,0.0003588,1.93898323,11.988144589309165 d,0.00041011,0.0003821,1.64725643
,298165335,22,0.00021576,0.00028659,0.9853392481204335 d,0.00334884,0.0002836,11.6852865,0.9819914399571177 d,0.00334319,0.00087111,11.6655897,8.704819669258068 d,0.00070871,0.00053895,2.47294115,10.370814510367026 d,0.00058127,0.00032071,2.02825464
,298165335,23,0.00018469,0.00026322,0.9770516270813487 d,0.00432371,0.00025801,16.4261215,0.9709802476022665 d,0.00430279,0.00091119,16.3466445,5.60880074854793 d,0.00232565,0.00129781,8.83533002,12.146991242390493 d,0.00066008,0.00055718,2.50770351
,198456033,14,0.00103467,0.00135109,0.053715388698419096 d,0.05765147,0.00058481,42.6702713,0.9204555038776744 d,0.00739268,0.00217905,5.47163026,5.080380568013058 d,0.00628738,0.00281734,4.65355403,13.492442939965068 d,0.00233891,0.00213801,1.73112262
,198456033,15,0.00106159,0.00146862,0.053716337745948015 d,0.06059785,0.00067332,41.2616756,1.6268571916748722 d,0.00631466,0.00214258,4.29971519,5.004231661639659 d,0.0036836,0.00256091,2.50819926,10.26864210618409 d,0.00167413,0.00099265,1.13993332
,198456033,16,0.00106264,0.00152736,0.05370652628752342 d,0.06082405,0.00066004,39.823042,5.0 d,0.00461206,0.00196572,3.01963478,5.201565988200489 d,0.00460538,0.00224303,3.01525638,11.984752014122362 d,0.00086288,0.00070956,0.56494717
,198456033,17,0.00105481,0.00160452,0.053706960270493466 d,0.06098569,0.00075483,38.0085636,0.9206044591074136 d,0.00599275,0.00179035,3.7349086,10.0 d,0.00223328,0.00121795,1.39186281,10.753762235973944 d,0.00223771,0.0016683,1.39462402
variable,198456033,18,0.00106463,0.00156935,0.05370347522471236 d,0.06163658,0.00067783,39.2751375,1.4864311083530803 d,0.00573213,0.00253452,3.6525394,5.140054478931426 d,0.00369642,0.00183651,2.3553742,15.0 d,0.00103278,0.0005377,0.65809155
,198456033,19,0.00106977,0.00148666,0.05370864879177177 d,0.05821647,0.00068984,39.1593249,0.9209588365477123 d,0.00483213,0.00204231,3.25033616,5.062727113900276 d,0.00443018,0.00200421,2.97996134,10.083287858069724 d,0.00093616,0.00085868,0.62970785
,198456033,20,0.00105736,0.00141135,0.053697919876958294 d,0.05642156,0.00067903,39.9770759,0.9246291095079211 d,0.00576391,0.00224481,4.08397916,9.293743790444916 d,0.0042888,0.00337423,3.03879703,10.302509892778597 d,0.00396297,0.00229758,2.80793551
,198456033,21,0.00105369,0.00137276,0.05370996454475422 d,0.05758386,0.00063274,41.9474599,4.823609673921229 d,0.00783286,0.00249305,5.70591713,4.940937773156094 d,0.00777993,0.00422228,5.66735401,10.425228299525891 d,0.00537921,0.00386264,3.9185307
,198456033,22,0.00104749,0.00143683,0.053697412113014396 d,0.05679904,0.00065945,39.5307541,1.6513551412856846 d,0.00664714,0.00211091,4.62624537,5.213067357999151 d,0.00499184,0.00248447,3.47419831,12.199445231455378 d,0.00207164,0.00181646,1.44181117
,198456033,23,0.0009918,0.00143624,0.053695260846525004 d,0.05243334,0.00076116,36.5073065,0.9172285199616024 d,0.00576909,0.002413,4.0167909,6.790275686778993 d,0.00352712,0.00232304,2.4557959,13.414733171320462 d,0.00193124,0.00128509,1.34464651
,198456033,24,0.00105864,0.00148134,0.053712569771772765 d,0.06158222,0.00068942,41.571967,5.0 d,0.00870601,0.00314767,5.87712114,5.046189959221502 d,0.00869717,0.00542663,5.8711523,15.0 d,0.00748006,0.00466969,5.04952329
,198456033,25,0.0010624,0.0014339,0.05369937439814169 d,0.05776351,0.0006781,40.2843043,1.6315918697229472 d,0.00549604,0.00186009,3.83294385,4.968278558378438 d,0.00231997,0.00128825,1.61794869,11.106388106747538 d,0.0016696,0.00153643,1.16438219
,198456033,26,0.00108215,0.0014736,0.053699566619193076 d,0.06080939,0.00069753,41.2657396,1.6607213563862886 d,0.00621817,0.00233701,4.21969688,10.0 d,0.00198363,0.00131709,1.34610445,13.385155991240552 d,0.00277226,0.00249218,1.88127792
,181240911,10,0.00034928,0.00048891,0.9689402297275356 d,0.00247451,0.00047144,5.06133084,2.657420822027525 d,0.00645165,0.00257159,13.1961056,6.7529648016941115 d,0.00496353,0.00309221,10.1523311,12.092721882298525 d,0.00250553,0.00217546,5.12478313
,165370459,22,0.00055237,0.0007552,0.5684134155133824 d,0.00433243,0.00074269,5.73680836,1.7716179322274899 d,0.00600724,0.00271742,7.95451638,10.0 d,0.00596922,0.00346333,7.90416568,10.305243101733284 d,0.00584719,0.00379848,7.74257769
,165370459,23,0.00048108,0.00075378,0.642158600187318 d,0.0032683,0.00074537,4.33589737,1.793282641662717 d,0.00593203,0.00239827,7.86974955,7.503647573305811 d,0.0051181,0.00319089,6.78994685,13.336214588074625 d,0.00570166,0.00421839,7.56412621
,219752116,24,0.00091992,0.00137043,0.6990877149884094 d,0.00539562,0.00135358,3.9371768,5.0 d,0.00896924,0.00367378,6.54483812,6.541911533686051 d,0.01212883,0.00690173,8.85038309,15.0 d,0.00836327,0.00541637,6.10266033
,27533327,14,0.0008354,0.0010926,1.0 d,0.01691332,0.00104011,15.4798659,0.9955559689202051 d,0.01700397,0.00566623,15.5628364,8.17352601215176 d,0.01368613,0.00924107,12.5261904,13.492471422474402 d,0.01049906,0.0099885,9.60923814
,27533327,15,0.00175516,0.00242709,0.6253980703479802 d,0.01145538,0.00228746,4.71980632,5.0 d,0.04239468,0.01351344,17.4673029,5.004246985364554 d,0.04254469,0.02326154,17.5291099,12.191379950298272 d,0.02947256,0.02570162,12.1431785
,39464221,25,0.00026198,0.00039125,0.8315200376955488 d,0.00255806,0.00029836,6.53817061,5.0 d,0.01349769,0.00265355,34.4988851,5.620201808648703 d,0.01520567,0.01282382,38.8643315,10.220926535060807 d,0.0093228,0.00671467,23.8282283
,39464221,26,0.00027476,0.0003742,1.0 d,0.00491191,0.00025556,13.1264452,4.307152954035927 d,0.00921126,0.00281144,24.6159174,5.800907008665519 d,0.0215836,0.01317981,57.6794451,10.117505376934034 d,0.01103892,0.00723035,29.5001056
variable,441120034,1,0.00151288,0.00198581,0.8225803167769622 d,0.00423161,0.00038962,2.13092907,5.0 d,0.02378216,0.00531093,11.9760653,10.0 d,0.13072295,0.05979486,65.8286171,12.338704751654424 d,0.18432287,0.16668389,92.82012
,441120034,28,0.00075081,0.00112875,0.8208414471903883 d,0.00282147,0.00047388,2.49965489,5.0 d,0.06350093,0.00664833,56.2579737,5.59990854421823 d,0.0840738,0.04996611,74.4842933,10.769118027221477 d,0.04465844,0.03950078,39.56467
,140282069,5,0.00039526,0.00052407,1.0 d,0.002656,0.00037414,5.0680056,5.0 d,0.01640195,0.0032528,31.2971567,8.141320038472694 d,0.02419681,0.01849989,46.1708203,10.2979253148984 d,0.02102655,0.01553502,40.1215265
,140282069,6,0.00030468,0.00044359,0.6485161025013697 d,0.00150785,0.00039039,3.39919195,4.22396250068529 d,0.00786089,0.00207479,17.7210288,5.764052478547926 d,0.01503293,0.00946856,33.8891818,10.612887778937328 d,0.01139692,0.00963334,25.6924049
,140282069,32,0.00029382,0.00039233,1.0 d,0.0015246,0.00036685,3.88600176,5.0 d,0.00725187,0.00169027,18.4840337,5.408055176411712 d,0.00917348,0.00569811,23.3819612,13.443444277725046 d,0.00640873,0.00495216,16.3349939
,140282069,33,0.00034658,0.00046494,0.7916567270161443 d,0.00348798,0.00039256,7.50206616,4.057742861997848 d,0.0099324,0.00249175,21.3629615,10.0 d,0.01800631,0.00902962,38.7286425,10.242933201378019 d,0.01811011,0.01444256,38.9518843
variable,32869782,6,0.00382971,0.00557479,0.9007115117819365 d,0.01352732,0.00068983,2.42651574,3.7835389829288797 d,0.30322198,0.03792043,54.3916268,7.312910244879587 d,0.39077958,0.19229146,70.0976123,13.183431920500983 d,0.22667145,0.1887425,40.6600751
,32869782,32,0.0028362,0.0038004,0.8324253908648483 d,0.01087944,0.00047783,2.86270867,3.8176508438751555 d,0.23881995,0.03437257,62.8407359,7.2091170166955445 d,0.25988069,0.14117724,68.3824532,12.172563543289694 d,0.14519184,0.12437419,38.2043534
,32869782,33,0.00276491,0.00370902,0.8837148259576573 d,0.01024953,0.00041288,2.76340391,3.81791328563181 d,0.33043061,0.03665551,89.0883436,8.115487041906887 d,0.17097416,0.08619913,46.0968339,15.0 d,0.06448567,0.04521711,17.3861652
,365653206,13,0.00049174,0.00062308,1.0 d,0.00330444,0.000622,5.30342261,3.431307539258315 d,0.00351164,0.00133915,5.63596985,6.3992982657395645 d,0.00358342,0.00244118,5.75117621,13.568510274984938 d,0.00194228,0.00145389,3.1172393
,229980646,10,0.00065162,0.00091779,0.9687860799208223 d,0.00482343,0.000773,5.25545399,2.54247377569953 d,0.00760837,0.00288447,8.28983312,8.612536673576258 d,0.01531153,0.00686945,16.6829537,10.112625584026219 d,0.00746543,0.00446515,8.13409451
,229980646,37,0.00059096,0.0008451,0.004061466490198644 d,0.00311616,0.00084508,3.68734163,3.756214133131486 d,0.00477513,0.00147276,5.65039078,9.2354703998443 d,0.00438143,0.00278901,5.18452406,10.022106906712974 d,0.00385722,0.0026681,4.56422883
,219820925,14,0.00045254,0.00241737,0.10148024400529616 d,0.06037209,0.00120236,24.9743352,4.496852509073104 d,0.0054334,0.00143711,2.24765215,8.171419204168377 d,0.00453912,0.0029812,1.87771436,10.362298755715447 d,0.00234295,0.002194,0.96921764
variable,219820925,15,0.00045247,0.00245172,0.10148218817796706 d,0.06048327,0.00119415,24.6697639,0.9090825230823427 d,0.00272849,0.00127807,1.11289052,5.9090636544373565 d,0.00217324,0.00183795,0.88641501,10.263121353833254 d,0.00085217,0.000561,0.34757986
,219820925,16,0.00044226,0.00242955,0.10149320053674905 d,0.05820136,0.00121502,23.955606,4.457008932128987 d,0.00353062,0.0014188,1.45319874,6.375382366231995 d,0.00274963,0.00183496,1.13174221,15.0 d,0.00105759,0.00082171,0.4353046
,219820925,17,0.00045698,0.00259935,0.10146656434779416 d,0.06012405,0.00147063,23.1304207,1.4359184570282957 d,0.0030346,0.00158657,1.1674442,6.095554497182081 d,0.00201228,0.001469,0.7741461,10.132363248761758 d,0.00185476,0.00131001,0.71354589
,219820925,18,0.00045237,0.00255869,0.1014564469021584 d,0.05948506,0.0013101,23.2482423,2.139658000565984 d,0.00431668,0.00178267,1.6870667,6.3097069910898504 d,0.00135533,0.00103229,0.52969626,9.991285803049285 d,0.00110757,0.00068588,0.43286685
,219820925,20,0.00045725,0.00248113,0.1014223631434774 d,0.05898616,0.00127424,23.7738864,2.898620123260037 d,0.00525078,0.0017775,2.11628434,7.238209118883398 d,0.00517193,0.00324622,2.08450206,12.205696983379942 d,0.00093142,0.00072106,0.37540125
,219820925,21,0.00045239,0.00245934,0.10149354001670173 d,0.05637466,0.00138732,22.9226504,3.1295763339757445 d,0.00639866,0.0023803,2.601775,9.304856996672235 d,0.00941046,0.00633297,3.82641057,10.357361726464925 d,0.00904719,0.00620769,3.67870099
,219820925,22,0.00045837,0.00242982,0.1014633264252209 d,0.05980001,0.00131332,24.6108831,4.502423516407492 d,0.00384606,0.00178793,1.58285668,4.922580157698514 d,0.00260544,0.00152826,1.07227526,10.401843055084434 d,0.00194226,0.00115377,0.79934287
,219820925,23,0.00046225,0.00262662,0.10142834607156803 d,0.05800647,0.00162814,22.0840499,1.6154694235466829 d,0.00473356,0.00171347,1.80214768,6.255500816120109 d,0.00477458,0.00343989,1.81776281,10.352361449116305 d,0.00257421,0.00215177,0.98004542
,219820925,24,0.0004413,0.00241045,0.10143473064395236 d,0.05862367,0.00136088,24.3206113,4.817769092189553 d,0.00260097,0.00135736,1.07903656,7.255590926237886 d,0.00300164,0.00192217,1.24525979,12.2254520509339 d,0.00199319,0.00161782,0.82689402
,219820925,25,0.00044928,0.00263404,0.10143530210062124 d,0.05886993,0.00164649,22.3496303,1.0534463252650879 d,0.00561942,0.00210859,2.13337927,4.963690505232163 d,0.00430936,0.00238815,1.63602391,15.0 d,0.00139828,0.0009321,0.53085044
,219820925,26,0.00045485,0.00270393,0.10142914885321185 d,0.0597543,0.00165289,22.0990655,3.197419896216259 d,0.00370386,0.00173784,1.36980516,6.3948397924325135 d,0.00398116,0.00226619,1.47236096,13.383227280362675 d,0.00139359,0.00104315,0.51539366
,229945862,14,0.00028221,0.00150746,0.05172077636505639 d,0.00424615,0.00144164,2.81675404,2.863827903390055 d,0.00698423,0.00250245,4.6331083,5.076942440172617 d,0.00563556,0.00360312,3.73844561,15.0 d,0.00291313,0.00173331,1.93247554
,229945862,15,0.00033947,0.00183945,0.05550825161420361 d,0.00788068,0.00175357,4.28424943,3.5135162807625457 d,0.01001875,0.00277303,5.44658757,5.000006623017411 d,0.00712527,0.00364378,3.87357939,10.263166480805086 d,0.0037185,0.00197358,2.02152336
,229945862,16,0.00032146,0.00176682,0.04607750437558997 d,0.0060954,0.00168246,3.44993877,4.301309283105924 d,0.00862911,0.00279996,4.88399256,6.723546700511405 d,0.00750113,0.00404491,4.24556475,15.0 d,0.0053844,0.00433848,3.04752042
,229945862,17,0.00030445,0.00174075,0.05547655004265377 d,0.00688369,0.00165336,3.95443852,4.162005810768113 d,0.00787239,0.0028255,4.52241526,6.742064562120848 d,0.00902387,0.00467761,5.183903,12.08106300827712 d,0.00658511,0.00605664,3.78291451
,229945862,18,0.00028923,0.00159348,0.05546203743863531 d,0.00553763,0.00146868,3.47518001,3.348609957405547 d,0.00768,0.0029184,4.81964278,6.347796958489087 d,0.01029527,0.00589831,6.46087226,12.032937127821612 d,0.00359292,0.0029988,2.25476251
,229945862,19,0.00022836,0.00130231,0.05548957403348214 d,0.00513862,0.00127121,3.94578628,4.45288058123083 d,0.00453681,0.00187444,3.48367848,6.041202967194181 d,0.00417387,0.0023713,3.20498222,10.057160921115322 d,0.00250236,0.00215877,1.92148621
,229945862,20,0.00023504,0.00127535,0.07361624252498346 d,0.00408915,0.00124932,3.2062961,1.4211336218536368 d,0.00466459,0.00172608,3.65749244,7.661363642094694 d,0.00293052,0.00169954,2.29781085,10.288940899541686 d,0.00176979,0.00111725,1.38769131
,229945862,21,0.00023812,0.00128844,0.05545720630831872 d,0.00581748,0.00128259,4.51514636,0.9570595574433296 d,0.00295588,0.00145483,2.29415705,7.2788945900525714 d,0.00219244,0.00157938,1.70162837,15.0 d,0.00118221,0.00091032,0.91755023
,229945862,22,0.00028884,0.0015325,0.734746275352477 d,0.00507583,0.00145055,3.31211145,4.502417559085648 d,0.00614506,0.00280766,4.00981125,8.189813627127366 d,0.00715491,0.00504162,4.66877063,10.401800659901857 d,0.00469953,0.00249722,3.06656844
,229945862,23,0.00029479,0.00170424,0.055519889453359526 d,0.00505302,0.0016844,2.96496855,2.8995878263110293 d,0.00608798,0.00214142,3.57225443,7.662815431419232 d,0.00463184,0.00266755,2.71783387,10.291559450421065 d,0.00436231,0.00396701,2.55968038
,229945862,24,0.00023269,0.00127097,0.055490536652980336 d,0.00495264,0.00128162,3.89672696,4.342922040661836 d,0.00334524,0.0012903,2.63202633,5.4580915748366365 d,0.00186875,0.00090761,1.47032667,15.0 d,0.00188603,0.00134763,1.48392308
,229945862,25,0.00021773,0.00127652,0.046086681682062924 d,0.00548166,0.00125776,4.29420457,4.324902808625386 d,0.00337283,0.00166874,2.64220051,8.649805617250776 d,0.00332176,0.00272656,2.60218713,10.215993120716842 d,0.00273029,0.00149105,2.1388457
,229945862,26,0.0002353,0.00139877,0.05272167010610706 d,0.00426631,0.00139014,3.05003726,4.461084603272993 d,0.00429824,0.00177755,3.07286571,7.563477681436849 d,0.0026014,0.00180805,1.85977206,10.113168485802865 d,0.00105079,0.00057902,0.75122263
